name,rating,reviews,phone,website,maps_url
Venkataeswara Hospitals - Multi Speciality Hospital in chennai,4.8,"(5,164)",044 4511 1111,https://www.vhospitals.com/,https://www.google.com/maps/place/Venkataeswara+Hospitals+-+Multi+Speciality+Hospital+in+chennai/data=!4m7!3m6!1s0x3a5267b1f0f26955:0xdaf15505e8cf3a8e!8m2!3d13.0294521!4d80.2440883!16s%2Fg%2F1tdf9jp0!19sChIJVWny8LFnUjoRjjrP6AVV8do?authuser=0&hl=en&rclk=1
"KVT Multi Speciality Hospital | 24hrs Emergency Multispeciality Hospital | Erukkancheri, Chennai",4.5,"(1,759)",044 4013 1111,https://kvtspeciality.com/,"https://www.google.com/maps/place/KVT+Multi+Speciality+Hospital+%7C+24hrs+Emergency+Multispeciality+Hospital+%7C+Erukkancheri,+Chennai/data=!4m7!3m6!1s0x3a5265a0abba69dd:0x676f64da5ff700e9!8m2!3d13.1267214!4d80.2489811!16s%2Fg%2F11hzzxfczp!19sChIJ3Wm6q6BlUjoR6QD3X9pkb2c?authuser=0&hl=en&rclk=1"
VS Hospitals,4.7,"(2,568)",044 4200 1000,https://vshospitals.com/,https://www.google.com/maps/place/VS+Hospitals/data=!4m7!3m6!1s0x3a5266731dc7d363:0x6a2e5b4c72751d14!8m2!3d13.0731192!4d80.2526141!16s%2Fg%2F1tctq2kx!19sChIJY9PHHXNmUjoRFB11ckxbLmo?authuser=0&hl=en&rclk=1
Murugan Hospitals,4.7,"(4,143)",044 4644 8989,http://www.muruganhospitals.in/,https://www.google.com/maps/place/Murugan+Hospitals/data=!4m7!3m6!1s0x3a5265d5aab8124d:0x223a781303d54e7a!8m2!3d13.0833879!4d80.2342535!16s%2Fg%2F11clwn636_!19sChIJTRK4qtVlUjoRek7VAxN4OiI?authuser=0&hl=en&rclk=1
Vinita Hospital | Best Multi-Speciality Hospital,4.8,"(1,564)",072990 78999,https://vinitahealth.com/,https://www.google.com/maps/place/Vinita+Hospital+%7C+Best+Multi-Speciality+Hospital/data=!4m7!3m6!1s0x3a5266430e036df3:0x7cc1b01eef7d651e!8m2!3d13.054457!4d80.245372!16s%2Fg%2F11f4ppbl6z!19sChIJ820DDkNmUjoRHmV97x6wwXw?authuser=0&hl=en&rclk=1
Kumaran Hospital | Multi-Specialty Hospital in Chennai | 24 x 7 Emergency Care,4.7,"(3,573)",086819 56777,http://kumaranhospitals.com/,https://www.google.com/maps/place/Kumaran+Hospital+%7C+Multi-Specialty+Hospital+in+Chennai+%7C+24+x+7+Emergency+Care/data=!4m7!3m6!1s0x3a5264f474239e37:0xe82e4768e3e0e2ed!8m2!3d13.0790214!4d80.2490449!16s%2Fg%2F1trpp6fd!19sChIJN54jdPRkUjoR7eLg42hHLug?authuser=0&hl=en&rclk=1
Apollo Spectra Hospital - Chennai,4.8,"(5,269)",084484 40991,https://www.apollospectra.com/our-hospitals/chennai/alwarpet/best-hospital-in-alwarpet-chennai/?utm_source=Google&utm_medium=GoogleMap&utm_campaign=GoogleMapAlwarpet,https://www.google.com/maps/place/Apollo+Spectra+Hospital+-+Chennai/data=!4m7!3m6!1s0x3a5266352b868e19:0x6ae71b3067534db1!8m2!3d13.0361105!4d80.2572236!16s%2Fg%2F11b6zy15fy!19sChIJGY6GKzVmUjoRsU1TZzAb52o?authuser=0&hl=en&rclk=1
Oxymed Multi Speciality Hospital,4.8,"(1,264)",098414 51611,http://www.oxymedhospital.in/,https://www.google.com/maps/place/Oxymed+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3a526787c45e7d27:0x7a4315cc653206e!8m2!3d13.0274241!4d80.2343495!16s%2Fg%2F11hhfmhb65!19sChIJJ31exIdnUjoRbiBTxlwxpAc?authuser=0&hl=en&rclk=1
CTS Speciality Hospital,4.9,(611),044 4633 0000,https://ctshospitals.com/,https://www.google.com/maps/place/CTS+Speciality+Hospital/data=!4m7!3m6!1s0x3a5265524cb18287:0xcc267f4a301d78c2!8m2!3d13.0904494!4d80.2128367!16s%2Fg%2F11ss7snt22!19sChIJh4KxTFJlUjoRwngdMEp_Jsw?authuser=0&hl=en&rclk=1
Gem Hospital - Chennai..,4.7,"(2,212)",044 6166 6666,https://www.gemhospitals.com/,https://www.google.com/maps/place/Gem+Hospital+-+Chennai../data=!4m7!3m6!1s0x3a525d64076d6d13:0xe57998725f6c2b55!8m2!3d12.9692077!4d80.2457528!16s%2Fg%2F11fhqm497y!19sChIJE21tB2RdUjoRVStsX3KYeeU?authuser=0&hl=en&rclk=1
DR.KAMAKSHI MEMORIAL HOSPITALS,4.4,"(13,442)",044 6630 0300,https://drkmh.com/,https://www.google.com/maps/place/DR.KAMAKSHI+MEMORIAL+HOSPITALS/data=!4m7!3m6!1s0x3a525dc9fa00ce73:0xa1d64b4ac0d7b08b!8m2!3d12.9490397!4d80.2090416!16s%2Fg%2F1td79l0y!19sChIJc84A-sldUjoRi7DXwEpL1qE?authuser=0&hl=en&rclk=1
Dr. Mehta's Hospitals,4.6,"(10,693)",044 4227 1001,https://mehtahospital.com/,https://www.google.com/maps/place/Dr.+Mehta%27s+Hospitals/data=!4m7!3m6!1s0x3a5265e51a427cad:0x3c7ce71e604b9f23!8m2!3d13.0717977!4d80.2405783!16s%2Fg%2F1tgz3xbt!19sChIJrXxCGuVlUjoRI59LYB7nfDw?authuser=0&hl=en&rclk=1
VHS Multispeciality Hospital,4.1,(852),098847 30000,https://vhschennai.org/,https://www.google.com/maps/place/VHS+Multispeciality+Hospital/data=!4m7!3m6!1s0x3a525d21fc8c5987:0x72ae8a99cd85fbaa!8m2!3d13.0025369!4d80.2473355!16s%2Fm%2F0139ys6h!19sChIJh1mM_CFdUjoRqvuFzZmKrnI?authuser=0&hl=en&rclk=1
Hindu Mission Hospital,4.5,"(9,171)",044 2226 2244,http://hindumissionhospital.in/,https://www.google.com/maps/place/Hindu+Mission+Hospital/data=!4m7!3m6!1s0x3a525f6ea331a4c1:0xbc21098dedcb8e8d!8m2!3d12.9236633!4d80.1141179!16s%2Fm%2F0sgfyh_!19sChIJwaQxo25fUjoRjY7L7Y0JIbw?authuser=0&hl=en&rclk=1
The Madras Medical Mission Hospital,4.2,"(2,792)",1800 123 599 999,http://www.madrasmedicalmission.org.in/,https://www.google.com/maps/place/The+Madras+Medical+Mission+Hospital/data=!4m7!3m6!1s0x3a5265864b155555:0xb24bc1d5860e3f08!8m2!3d13.0859697!4d80.187141!16s%2Fm%2F05z_6b2!19sChIJVVUVS4ZlUjoRCD8OhtXBS7I?authuser=0&hl=en&rclk=1
"Apollo First Med Hospitals | Best Hospital in Kilpauk, Chennai",4.8,"(3,805)",080 6297 2772,https://www.apollohospitals.com/hospitals/apollo-firstmed-hospital-chennai,"https://www.google.com/maps/place/Apollo+First+Med+Hospitals+%7C+Best+Hospital+in+Kilpauk,+Chennai/data=!4m7!3m6!1s0x3a52667705ba1a01:0xb59781072e7d30a0!8m2!3d13.0777125!4d80.24592!16s%2Fg%2F11fz9zlvzl!19sChIJARq6BXdmUjoRoDB9LgeBl7U?authuser=0&hl=en&rclk=1"
MGM Healthcare,4.8,"(19,680)",044 4524 2407,http://mgmhealthcare.in/,https://www.google.com/maps/place/MGM+Healthcare/data=!4m7!3m6!1s0x3a5267ae643b0ee7:0x9405bf4578941d04!8m2!3d13.0709761!4d80.2216656!16s%2Fg%2F11h9p8_1dt!19sChIJ5w47ZK5nUjoRBB2UeEW_BZQ?authuser=0&hl=en&rclk=1
Promed Hospital,4.5,"(1,622)",094807 94807,https://www.promedhospital.com/,https://www.google.com/maps/place/Promed+Hospital/data=!4m7!3m6!1s0x3a525d9f63ff4ad7:0x4ccdd4ac9f6f9557!8m2!3d12.971583!4d80.258285!16s%2Fg%2F11g6wx8875!19sChIJ10r_Y59dUjoRV5Vvn6zUzUw?authuser=0&hl=en&rclk=1
Be Well Hospitals T. Nagar,4.6,"(2,002)",096983 00300,https://www.bewellhospitals.in/,https://www.google.com/maps/place/Be+Well+Hospitals+T.+Nagar/data=!4m7!3m6!1s0x3a52664e4351d67f:0xa8a2d399cd313d35!8m2!3d13.0430781!4d80.2453206!16s%2Fg%2F11b8259z91!19sChIJf9ZRQ05mUjoRNT0xzZnToqg?authuser=0&hl=en&rclk=1
K.M.Speciality Hospital,4.4,"(1,296)",099627 77777,,https://www.google.com/maps/place/K.M.Speciality+Hospital/data=!4m7!3m6!1s0x3a52679f565c04b3:0xbbf78c7c32f900df!8m2!3d13.0380244!4d80.2012746!16s%2Fg%2F11rkb1cn_m!19sChIJswRcVp9nUjoR3wD5MnyM97s?authuser=0&hl=en&rclk=1
Kalaignar Centenary Super Speciality Hospital KCSSH,3.9,(542),044 2250 0118,https://www.kcssh.org/,https://www.google.com/maps/place/Kalaignar+Centenary+Super+Speciality+Hospital+KCSSH/data=!4m7!3m6!1s0x3a5267e258ca70e9:0x622a092bcb775d0!8m2!3d13.0151079!4d80.2155023!16s%2Fg%2F11kq6nm9hp!19sChIJ6XDKWOJnUjoR0HW3vJKgIgY?authuser=0&hl=en&rclk=1
Annai Arul Hospital,4.6,"(10,354)",089395 99999,https://www.annaiarulhospital.com/,https://www.google.com/maps/place/Annai+Arul+Hospital/data=!4m7!3m6!1s0x3a52f58de8b6746b:0x7e8fc99c9dcc9b76!8m2!3d12.9207342!4d80.0880632!16s%2Fg%2F1pyckx4qd!19sChIJa3S26I31UjoRdpvMnZzJj34?authuser=0&hl=en&rclk=1
Apollo Hospital,4.7,(531),,https://www.apollohospitals.com/tamil/,https://www.google.com/maps/place/Apollo+Hospital/data=!4m7!3m6!1s0x3a5265fdfba01291:0x96156b77b1756463!8m2!3d13.0825568!4d80.2709594!16s%2Fg%2F11c2prq76g!19sChIJkRKg-_1lUjoRY2R1sXdrFZY?authuser=0&hl=en&rclk=1
S V MULTI SPECIALITY HOSPITAL,4.7,(102),097104 30033,,https://www.google.com/maps/place/S+V+MULTI+SPECIALITY+HOSPITAL/data=!4m7!3m6!1s0x3a52675800520859:0xe9a0a8b7c063f21b!8m2!3d13.0509725!4d80.2215896!16s%2Fg%2F11h09r756w!19sChIJWQhSAFhnUjoRG_JjwLeooOk?authuser=0&hl=en&rclk=1
Tulips Multispeciality Hospital,4.8,"(1,359)",044 4508 6262,http://tulipshospitals.com/,https://www.google.com/maps/place/Tulips+Multispeciality+Hospital/data=!4m7!3m6!1s0x3a525d40ef44eb6f:0xdb2fdfe348dd9703!8m2!3d12.901212!4d80.2288562!16s%2Fg%2F11vx2j30rn!19sChIJb-tE70BdUjoRA5fdSOPfL9s?authuser=0&hl=en&rclk=1
Chennai Meenakshi Multispeciality Hospital,3.4,(241),044 4293 8938,http://cmmh.in/,https://www.google.com/maps/place/Chennai+Meenakshi+Multispeciality+Hospital/data=!4m7!3m6!1s0x3a5267eb3ea78aab:0xbc4b6f904258e6da!8m2!3d13.0375973!4d80.2618854!16s%2Fg%2F11f8h3xq8t!19sChIJq4qnPutnUjoR2uZYQpBvS7w?authuser=0&hl=en&rclk=1
"Apollo Spectra Hospitals - Raja Annamalai Puram, Chennai",4.8,"(4,105)",084484 40991,https://www.apollospectra.com/chennai/mrc-nagar/our-hospitals/best-hospital-in-mrc-nagar?utm_source=google&utm_medium=GoogleMap&utm_campaign=GoogleMapMRCNagar,"https://www.google.com/maps/place/Apollo+Spectra+Hospitals+-+Raja+Annamalai+Puram,+Chennai/data=!4m7!3m6!1s0x3a5267dc209067c3:0xa6af25e7e7df7898!8m2!3d13.0178334!4d80.27109!16s%2Fg%2F12lknfxll!19sChIJw2eQINxnUjoRmHjf5-clr6Y?authuser=0&hl=en&rclk=1"
Rajiv Gandhi Government General Hospital,3.7,"(1,421)",044 2530 5000,https://www.tn.gov.in/detail_contact/4422/4,https://www.google.com/maps/place/Rajiv+Gandhi+Government+General+Hospital/data=!4m7!3m6!1s0x3a5268aabbad9a9f:0xf749acda22be400d!8m2!3d13.0814162!4d80.2775787!16zL20vMGQycWdk!19sChIJn5qtu6poUjoRDUC-ItqsSfc?authuser=0&hl=en&rclk=1
MIOT International,4.5,"(6,505)",044 4200 2288,http://www.miotinternational.com/,https://www.google.com/maps/place/MIOT+International/data=!4m7!3m6!1s0x3a5260d2a1750661:0xe3a591bb494f9792!8m2!3d13.0213892!4d80.1857828!16s%2Fm%2F0hgns5g!19sChIJYQZ1odJgUjoRkpdPSbuRpeM?authuser=0&hl=en&rclk=1
"MGM Healthcare, Malar - Adyar",4.5,"(4,607)",099625 99933,https://mgmmalar.in/,"https://www.google.com/maps/place/MGM+Healthcare,+Malar+-+Adyar/data=!4m7!3m6!1s0x3a5267ebca1ef1c9:0x65f09e8a6db91462!8m2!3d13.0101544!4d80.258616!16s%2Fm%2F09gqgz9!19sChIJyfEeyutnUjoRYhS5bYqe8GU?authuser=0&hl=en&rclk=1"
Apollo Hospitals | Best Hospital in Tondiarpet,4.8,"(1,953)",080 6297 2775,https://www.apollohospitals.com/hospitals/apollo-hospitals-tondiarpet-chennai,https://www.google.com/maps/place/Apollo+Hospitals+%7C+Best+Hospital+in+Tondiarpet/data=!4m7!3m6!1s0x3a526f7bd218987d:0x77b36ee1ac8d3bb9!8m2!3d13.1289928!4d80.2905089!16s%2Fg%2F12m96l9x9!19sChIJfZgY0ntvUjoRuTuNrOFus3c?authuser=0&hl=en&rclk=1
Sugam Hospital,4.4,"(2,028)",044 4050 6070,http://www.sugamhospital.com/,https://www.google.com/maps/place/Sugam+Hospital/data=!4m7!3m6!1s0x3a525c7cb4b167e9:0x6ee9ae5b31fb6af1!8m2!3d13.1652285!4d80.3032557!16s%2Fg%2F1wtbs9tm!19sChIJ6WextHxcUjoR8Wr7MVuu6W4?authuser=0&hl=en&rclk=1
Be Well Hospitals Kilpauk,4.7,"(1,803)",096983 00300,https://www.bewellhospitals.in/,https://www.google.com/maps/place/Be+Well+Hospitals+Kilpauk/data=!4m7!3m6!1s0x3a52643099ac1f1b:0xbf5eb66c842bb7b3!8m2!3d13.0807349!4d80.2340002!16s%2Fg%2F11b6g9kb1p!19sChIJGx-smTBkUjoRs7crhGy2Xr8?authuser=0&hl=en&rclk=1
Be Well Hospitals Anna Nagar,4.6,"(1,241)",096983 00300,https://www.bewellhospitals.in/,https://www.google.com/maps/place/Be+Well+Hospitals+Anna+Nagar/data=!4m7!3m6!1s0x3a5266a8026b00bf:0xf2bbfee2b66743b3!8m2!3d13.0793931!4d80.19825!16s%2Fg%2F11c5h2y7jt!19sChIJvwBrAqhmUjoRs0NntuL-u_I?authuser=0&hl=en&rclk=1
Sakthi Hospital & Research Centre | Best multispeciality hospital in triplicane,4.3,(849),044 2844 2626,http://www.sakthihospitals.com/,https://www.google.com/maps/place/Sakthi+Hospital+%26+Research+Centre+%7C+Best+multispeciality+hospital+in+triplicane/data=!4m7!3m6!1s0x3a526605d0a030d5:0x6e079bd99529d311!8m2!3d13.0570045!4d80.2757397!16s%2Fg%2F1vl5f63c!19sChIJ1TCg0AVmUjoREdMpldmbB24?authuser=0&hl=en&rclk=1
Balaji Hospitals Private Limited,4.1,(444),044 2232 5500,https://www.sribalajihospital.com/?utm_source=googlemaps,https://www.google.com/maps/place/Balaji+Hospitals+Private+Limited/data=!4m7!3m6!1s0x3a5267725e5afa91:0x1d9fb1831f8d6700!8m2!3d13.0074117!4d80.2060791!16s%2Fg%2F1thvr3c6!19sChIJkfpaXnJnUjoRAGeNH4Oxnx0?authuser=0&hl=en&rclk=1
Sooriya Hospital,3.9,"(1,105)",044 2376 1750,http://www.sooriyahospital.com/,https://www.google.com/maps/place/Sooriya+Hospital/data=!4m7!3m6!1s0x3a52670db7f07bf7:0x34730edd9001c051!8m2!3d13.048184!4d80.2034821!16s%2Fg%2F1tdckd1q!19sChIJ93vwtw1nUjoRUcABkN0OczQ?authuser=0&hl=en&rclk=1
Hande Hospital | Multispeciality Hospital in Chennai,4.2,(301),098410 11390,https://handehospital.org/,https://www.google.com/maps/place/Hande+Hospital+%7C+Multispeciality+Hospital+in+Chennai/data=!4m7!3m6!1s0x3a526681684b3f9d:0xe627d15ddfb3e9ac!8m2!3d13.076445!4d80.227361!16s%2Fg%2F11bbt36bll!19sChIJnT9LaIFmUjoRrOmz313RJ-Y?authuser=0&hl=en&rclk=1
Chennai National Hospital,4.6,(203),044 6630 0200,https://chennainationalhospital.com/,https://www.google.com/maps/place/Chennai+National+Hospital/data=!4m7!3m6!1s0x3a5267a9435253a5:0x1795dacbac04b938!8m2!3d13.0781186!4d80.2457881!16s%2Fg%2F11tf5sgfdx!19sChIJpVNSQ6lnUjoROLkErMvalRc?authuser=0&hl=en&rclk=1
The Best Hospital Private Limited,4.0,(378),044 2483 2777,https://thebesthospital.in/,https://www.google.com/maps/place/The+Best+Hospital+Private+Limited/data=!4m7!3m6!1s0x3a5266edbc43bdcb:0x844871f4b9480e6c!8m2!3d13.0535287!4d80.219486!16s%2Fg%2F11hbg8rx1h!19sChIJy71DvO1mUjoRbA5IufRxSIQ?authuser=0&hl=en&rclk=1
Raja Superspeciality Clinic,4.9,(615),086086 01590,http://www.rajasuperspecialityclinic.com/,https://www.google.com/maps/place/Raja+Superspeciality+Clinic/data=!4m7!3m6!1s0x3a5263d56ebb627f:0xcc2d9d07e282c30d!8m2!3d13.077384!4d80.1649309!16s%2Fg%2F11pcmhr99m!19sChIJf2K7btVjUjoRDcOC4gedLcw?authuser=0&hl=en&rclk=1
K.M.Multispeciality Hospitals Madhavaram,4.3,(252),044 4850 6933,https://kmhospitals.in/,https://www.google.com/maps/place/K.M.Multispeciality+Hospitals+Madhavaram/data=!4m7!3m6!1s0x3a526527387aaff7:0x4e0f47cc822400a!8m2!3d13.1449658!4d80.2397732!16s%2Fg%2F11f3_vx21s!19sChIJ9696OCdlUjoRCkAiyHz04AQ?authuser=0&hl=en&rclk=1
CM Hospital,4.6,(515),044 2224 7621,http://cmhospital.in/,https://www.google.com/maps/place/CM+Hospital/data=!4m7!3m6!1s0x3a525dfd66782db1:0x5888ca81173368fc!8m2!3d12.9857747!4d80.1859035!16s%2Fg%2F1tdl4kjj!19sChIJsS14Zv1dUjoR_GgzF4HKiFg?authuser=0&hl=en&rclk=1
Shens Speciality Hospital,4.1,(189),044 2471 5000,https://shens.in/,https://www.google.com/maps/place/Shens+Speciality+Hospital/data=!4m7!3m6!1s0x3a52671f88e915f9:0xeb416df45be6234c!8m2!3d13.0318729!4d80.2102747!16s%2Fg%2F11gfk056cg!19sChIJ-RXpiB9nUjoRTCPmW_RtQes?authuser=0&hl=en&rclk=1
Cloudnine Hospital - T Nagar | Best Maternity & Pregnancy Centre,4.9,"(6,199)",099728 99728,https://www.cloudninecare.com/centre/t-nagar?utm_city=chennai&utm_source=gmb&utm_medium=organic&utm_campaign=chennai+t-nagar+c9-hospital-gmb-website+c9-hospital-t-nagar&utm_content=website-button,https://www.google.com/maps/place/Cloudnine+Hospital+-+T+Nagar+%7C+Best+Maternity+%26+Pregnancy+Centre/data=!4m7!3m6!1s0x3bae162a795474c5:0xa28007a799539ecf!8m2!3d13.043326!4d80.2462729!16s%2Fg%2F12cpnrhf2!19sChIJxXRUeSoWrjsRz55TmacHgKI?authuser=0&hl=en&rclk=1
Pallava Hospital,3.7,(427),044 2489 8100,,https://www.google.com/maps/place/Pallava+Hospital/data=!4m7!3m6!1s0x3a5266e71d7ce891:0x9fab178743f8b019!8m2!3d13.0421165!4d80.2125547!16s%2Fg%2F1tfrvx_g!19sChIJkeh8HedmUjoRGbD4Q4cXq58?authuser=0&hl=en&rclk=1
Annai multi speciality hospital,4.1,(391),098404 55366,,https://www.google.com/maps/place/Annai+multi+speciality+hospital/data=!4m7!3m6!1s0x3a5266ca2db358c1:0x8e3a2558e407afc9!8m2!3d13.0539857!4d80.1926957!16s%2Fg%2F1262z1djv!19sChIJwVizLcpmUjoRya8H5FglOo4?authuser=0&hl=en&rclk=1
Kasthuri Hospital,4.6,(779),095661 43108,http://www.kasthurihospital.com/,https://www.google.com/maps/place/Kasthuri+Hospital/data=!4m7!3m6!1s0x3a525f6ddecc509f:0x9b5cfd2c6bf2016b!8m2!3d12.926861!4d80.1146861!16s%2Fg%2F1w0j2mdb!19sChIJn1DM3m1fUjoRawHyayz9XJs?authuser=0&hl=en&rclk=1
SPEED Multi Specialty Hospital,4.9,(121),080159 32591,https://speedhospitals.com/,https://www.google.com/maps/place/SPEED+Multi+Specialty+Hospital/data=!4m7!3m6!1s0x3a5261057f6bad5f:0x6ce2c69b5af31f88!8m2!3d13.0507838!4d80.1033485!16s%2Fg%2F11nc44mfmc!19sChIJX61rfwVhUjoRiB_zWpvG4mw?authuser=0&hl=en&rclk=1
Sundaram Medical Foundation Dr. Rangarajan Memorial Hospital,4.3,"(4,080)",044 3566 3566,https://smf.in/,https://www.google.com/maps/place/Sundaram+Medical+Foundation+Dr.+Rangarajan+Memorial+Hospital/data=!4m7!3m6!1s0x3a52666bfc66380d:0x158c2ce2fe86c7bc!8m2!3d13.0821949!4d80.2069217!16s%2Fg%2F1tf63xhj!19sChIJDThm_GtmUjoRvMeG_uIsjBU?authuser=0&hl=en&rclk=1
Apollo City Centre Hospital Sowcarpet | Best Hospital in Chennai,3.4,(142),1860 500 1066,https://www.apollohospitals.com/chennai,https://www.google.com/maps/place/Apollo+City+Centre+Hospital+Sowcarpet+%7C+Best+Hospital+in+Chennai/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x7f6b00bf787831af!8m2!3d13.0983622!4d80.2799106!16s%2Fg%2F1wrghlrh!19sChIJq6qq-lZvUjoRrzF4eL8Aa38?authuser=0&hl=en&rclk=1
Sri Sainath Hospital and Research Institute,4.6,(137),044 2836 3234,http://www.srisainathhospital.com/,https://www.google.com/maps/place/Sri+Sainath+Hospital+and+Research+Institute/data=!4m7!3m6!1s0x3a52667ad911d691:0xd1736a60d6f26278!8m2!3d13.0708122!4d80.2407414!16s%2Fg%2F1q65d35qt!19sChIJkdYR2XpmUjoReGLy1mBqc9E?authuser=0&hl=en&rclk=1
C.S.I. Kalyani Multispeciality Hospital,3.3,(449),044 2847 6433,http://www.csikalyanihospital.com/,https://www.google.com/maps/place/C.S.I.+Kalyani+Multispeciality+Hospital/data=!4m7!3m6!1s0x3a52662942ee2ffb:0x85868f6b2e4f750f!8m2!3d13.0433676!4d80.2720114!16s%2Fg%2F1tfk2vyl!19sChIJ-y_uQilmUjoRD3VPLmuPhoU?authuser=0&hl=en&rclk=1
Be Well Hospitals Poonamallee,4.6,"(2,983)",096983 00300,http://bewellhospitals.in/,https://www.google.com/maps/place/Be+Well+Hospitals+Poonamallee/data=!4m7!3m6!1s0x3a5261df85a5edef:0x6e1c428fae1fd029!8m2!3d13.0506113!4d80.0986529!16s%2Fg%2F1th85j_2!19sChIJ7-2lhd9hUjoRKdAfro9CHG4?authuser=0&hl=en&rclk=1
